词频排名,单词,阶段,周区间,说明,音标,中文释义,例句
104,top,起点,开始前自测,,ˈtɑp,n. 顶部，顶端，上端；上层表面；最高的级别，最重要的职位；尽头，远端；帽，盖，塞；上衣，上装；（根菜作物的）茎叶；陀螺；<非正式>特别好的人（或事）（tops）；<英>（用于款额后）最高额（tops）；开始，开端；（棒球比赛的）前半局；（球的）上旋（topspin 的简称）；（待纺的）毛条；（物理）夸克六味之一；用于马蹄螺的名字；adj. 顶端的，顶部的，最上面的；（地位、程度或重要性）最高的；<英，非正式>很好的，顶呱呱的；<英>（距说话者、参照点）最远的；v. 高于，超过，高过；优于，胜过；居……之首，为……之冠；覆盖，放在……的上面；到达山顶，达到顶端；<英，非正式>杀；切除顶部；（作为主要表演者，受关注者而）出场，露面；（高尔夫）误击（球上部）,She got the top job.　她得到了那个最高职位。
105,people,起点,开始前自测,,ˈpipəl,n. 人，人类；人们，大家（the people）；平民，老百姓（the people）；民族，种族（peoples）；（具有共同品质、兴趣等的）人员，团体；与某人有联系的人们（one's people）；<美，非正式>各位，诸位；<美>（审判中的）公诉人（the People）；v. 居住在，定居于；充满，充斥着（某种类型的人）,People idealize the past.　人们总是把过去理想化。
106,had,起点,开始前自测,释义待核实，不进入核心练习,ˈhæd,释义待核实，不计入核心练习,
107,list,起点,开始前自测,,ˈlɪst,n. 列表，清单；（船）倾侧；围栏；（织物的）镶边；<旧>渴望，喜好；（尤指按重要程度排列的）事物清单；赛场，战场；v. 列清单，拟订清单；把……列入名单；（使）（公司）上市；标价；（船）倾斜；<旧>征召（士兵）；<旧>想要，喜好,Double-space the entire list.　隔行写整个清单。
108,name,起点,开始前自测,,ˈneɪm,名字,What is your name?　你叫什么名字？
109,just,起点,开始前自测,,ˈdʒʌst,只是；仅仅；adv. 正好，恰好；正当……时；不少于，同样；差一点就不，勉强；刚才，刚刚；正在，正要；只是，仅仅是；确实，完全；请，就；可能，也许；表示赞同；adj. 正义的，公平的；应得的，合理的；正确的，精确的,We've just redecorated.　我们刚刚重新装修过。
110,over,起点,开始前自测,,ˈoʊvɚ,adv. 向下，倒下；翻过，翻转；越过；超过，以上；完全覆盖；在上方；剩下，余下；再，又；改变，掉换；结束，完；去，到（某处）；很，太；仔细地；度过一段时间；prep. 盖在……上面；悬在……上面；从一边到另一边；翻越；在……的对面；从……落下；遍及；超过，多于；控制，支配；在……期间；渡过（难关等）；由于，关于；利用，通过；声音大于；胜过，优于；尽管；漏掉，略过；除以；n. （板球）一轮投球,He's over 50.　他已年过半百。
111,state,起点,开始前自测,,ˈsteɪt,vt. 陈述；阐明n.状态;国家；州；n. 状态，状况；紧张，焦虑；政府；国家；州，邦；<非正式>美国（the States）；国事礼仪，隆重仪式；（物质的）形态，态；（物理学）量子态；泽西、根西和奥尔德尼三岛的立法机关（the States）；压印，印图；受公众瞻仰和吊唁,They were in a state of panic.　他们惊恐万状。
112,year,起点,开始前自测,,ˈjɪr,n. 年，日历年；年，一年时间；与某事相关的一年，年度；学年；年级，某年纪的学生；年龄，年纪，岁；很久，好长时间；年代，时代；年级，某年级的学生,The year was 1840.　那是1840年。
113,day,起点,开始前自测,,ˈdeɪ,一天；白天,I practise every day.　我每天练习。
114,into,起点,开始前自测,,ˈɪntu,prep. 到……里面；触及，碰撞；朝，向；转向；关于；转变成；造成（某种结果）；除；<非正式>对……很有兴趣；从事（某职业等）；被迫做，被说服做；成为……的一部分；持续到，直到；【名】 （Into）（美）因托（人名）,He slid into bed.　他不声不响地钻进被子。
115,email,起点,开始前自测,,iˈmeɪl,电子邮件；n. 电子邮件（通信方式）；电子邮件；v. 给（某人）发电子邮件,I'll email her the documents.　我将用电邮把这些文件发送给她。
116,two,起点,开始前自测,,ˈtu,n. 两个；adj. 两个的；num. 二,Two light ales please.　请来两杯淡麦芽啤酒。
117,health,起点,开始前自测,,ˈhɛlθ,n. 身体状况；健康；医疗，卫生；（组织或系统的）运行状况，运作状况；发达，兴旺,We all toasted his health.　我们大家为他的健康举杯祝酒。
118,n,起点,开始前自测,释义待核实，不进入核心练习,ˈɛn,释义待核实，不计入核心练习,
119,world,起点,开始前自测,,ˈwɝld,n. 世界，地球，天下；星球，天体；地区，国家，时代；社会，生活；领域，界，圈子；生物界，自然界；人生，生活圈子，阅历；人世，今生，来世；世俗；（有某种特色的）地方，情景；大量，无数；一切，重要性（the world）；adj. 世界上最重要的，世界闻名的；世界（性）的；环球的,She has three world titles.　她已获得三项世界冠军。
120,re,起点,开始前自测,,ˈreɪ,prep. （用于公函起首介绍主题或回复邮件）关于，兹就；n. 来（同 ray，固定 C 大调的第二音）,The singer re-formed his band.　这名歌手对他的乐队进行了重组。
121,next,起点,开始前自测,,ˈnɛkst,adj. 下一个的，接下来的；（时间）紧接着来到的，下次的；紧邻的；其他的；adv. 紧接着，随后；仅次于；下次，再次；（用于询问，表示吃惊或困惑）；n. 下一个人或事件,When is your next appointment?　你下一次预约时间是什么时候？
122,used,起点,开始前自测,,ˈjuzd,adj. 用过的，旧的；二手的；习惯于，适应于；v. 使用，利用；消耗；说，写，使用（词语或语言）（use 的过去式和过去分词）,How much thickener is used?　用了多少增稠剂？
123,go,起点,开始前自测,,ˈɡoʊ,v. 去，走；（尤指与某人）去（某处或出席某项活动）；可能要，打算做；移动，行走；在移动中做；做某个动作；离开；（为某目的）去（某处）；去做（某事）；被发送，被传递；参加（电视或电台节目）；通向，延伸到；上升；放在（通常的位置上）；放得进，适合；相配，协调；除尽，除；进行，进展；被接受，被允许；开始做（某事），进入（某种状态）；变为，变得（尤指朝坏的方面）；处于（尤指令人不快的状况）；（故事、歌词等）内容是；发出（某种声音）；发出信号（或警告）；<非正式>说；开始（活动）；<非正式>走开，滚开；参与（表示对所提到行为不赞成）；运转，工作；停止正常运转；消失，不见；得辞掉，被扔掉；（官能）衰退，下降；死亡；用掉，花掉；卖掉，归于；出价购买；促成，显示；流逝，消逝；继续，持续；<非正式>上厕所；（某人的话）算数；（决定、判决等）对…...不利；取得（某成绩、比分等）；n. （游戏或活动中）轮到的机会；尝试；<英>精力，活力；<美>某事顺利进行；围棋；adj. <非正式>运行正常的,"Okay, let's go.　好了，咱们走吧。"
124,b,起点,开始前自测,释义待核实，不进入核心练习,ˈbi,释义待核实，不计入核心练习,
125,work,起点,开始前自测,,ˈwɝk,工作,I work from Monday to Friday.　我周一到周五工作。
126,last,起点,开始前自测,,ˈlæst,adj. 最后的；最近的，上一个的；最后剩下的；最不可能的；最末的；仅存的；最不重要的，最无关紧要的；最后遇见的；v. 持续；持久；维持，够用；坚持，支撑下去；n. 鞋楦；仅剩下的部分（或事项）；最后来的人（或发生的事）（the last）；残余，剩余（the last of）；末尾；结束，最后时刻（尤指死亡）（the last）；最后一次提及，最后一次看见（the last）,I testified last.　我最后作了证。
127,most,起点,开始前自测,,ˈmoʊst,"det. （数量上）最多，最大（ much, a lot of, many 的最高级）；大多数；pron. （数量上）最多，最大（ much, a lot of, many 的最高级）；大多数；adv. 最；（程度上）最大；极其，非常；<北美，非正式>几乎；（在谈话中用于引起注意）最……；通常；（可能的）最大量",Most birds are monogamous.　大多数飞禽都是单配性的。
128,products,起点,开始前自测,释义待核实，不进入核心练习,ˈprɑdəkts,释义待核实，不计入核心练习,
129,music,起点,开始前自测,,ˈmjuzɪk,音乐,I listen to music after work.　我下班后听音乐。
130,buy,起点,开始前自测,,ˈbaɪ,购买,I want to buy a ticket.　我想买一张票。
131,data,起点,开始前自测,,ˈdeɪtə,n. 数据，资料；（储存在计算机中的）数据资料；【名】 （Data）（日）驮太，（印、葡）达塔（人名）,They had hacked secret data.　他们窃取了保密数据。
132,make,起点,开始前自测,,ˈmeɪk,v. 制造；制定，拟定；使变得，使处于；造成，引起；整理（床铺）；做，作出；强迫；挑选，任命；成为，适合；合计，等于；计算，估算；安排，组织；表现，描绘；挣钱，赚钱；（体育比赛）得分；（尽力）赶往，到达；排成 （某图案）；使形成，留下（印记、洞等）；使成功，使圆满；在……占一席之地；似乎要做；朝（特定方向）走去；<美，非正式>求欢；（桥牌等）赢一墩牌；（潮）涨，（潮）退；n. （机器、设备等的）品牌，型号；结构，构造；通电，接电；【名】 （Make）（塞、南非）马克（人名）,Four quarters make a whole.　四个四分之一构成一个整体。
